label,type,site_admin,company,blog,location,hireable,public_repos,public_gists,followers,following,text_bot_count,selected_feature_1,selected_feature_2,selected_feature_3,PCA_component_1,PCA_component_2,PCA_component_3
1,True,False,True,True,True,False,9,2,33,0,0,1,2,33,-214.13018421694989,-29.69966940545758,-75.43679052934026
1,True,False,False,True,True,False,51,2,32,11,0,1,2,32,-214.43093162026824,-25.744174345988462,-32.427512108662754
1,True,False,False,False,False,False,35,1,10,31,0,0,1,10,-236.4088021640188,-27.141036411965644,-44.80895749619087
1,True,False,True,True,True,False,136,1,10,1,0,1,1,10,-235.4040748211861,-19.867816698327115,50.21155215669434
0,False,False,False,False,False,False,0,0,0,0,1,0,0,0,-247.25652725182795,-32.21822553106907,-83.64070654844248
1,True,False,False,False,True,False,24,22,0,0,0,1,22,0,-246.81632979286974,-8.304158873473492,-61.957081247667624
1,True,False,True,False,False,False,241,33,790,52,0,0,33,790,546.6559535921974,17.444629306227263,146.94437717893896
0,False,False,False,False,False,False,0,0,0,0,1,0,0,0,-247.25652725182795,-32.21822553106907,-83.64070654844248
0,True,False,False,False,False,False,0,0,26,0,2,0,0,26,-221.2611313004004,-32.39641435408514,-84.02065018874308
1,True,False,True,False,True,False,51,1,6,0,0,1,1,6,-240.56344098359196,-26.994713398823183,-33.59006576167831
1,True,False,False,False,False,True,60,7,11,15,0,0,7,11,-235.231403732966,-19.711002494671742,-23.107672649377232
1,True,False,True,True,True,True,80,3,9,3,0,1,3,9,-237.12574367179025,-22.47831599400256,-4.805983383283143
1,True,False,True,True,True,False,702,281,5048,136,0,1,281,5048,4812.44355401698,277.0849428978653,529.1784536565533
1,True,False,False,False,False,False,67,2,38,2,0,0,2,38,-208.32379367302372,-24.800364704121403,-18.09239935244533
1,True,False,False,True,True,False,20,6,15,0,0,1,6,15,-231.9573503155447,-24.67279037824845,-64.6955048114648
1,True,False,True,True,True,False,37,2,97,65,0,1,2,97,-148.98440131661403,-25.2357203865494,-39.15733234959117
1,True,False,True,True,True,False,433,2,229,171,0,1,2,229,-10.388924169512016,11.179618688191043,364.6310299262942
1,True,False,False,False,True,False,111,15,62,35,0,1,15,62,-183.26972501903157,-7.038757060640876,28.629887506392645
1,True,False,True,True,True,False,253,9,138,68,0,1,9,138,-105.0013796791474,-0.34855419343038735,172.79339454235387
1,True,False,False,False,False,False,2,1,97,0,0,0,1,97,-150.24139798984532,-31.720010668178453,-83.17727942155061
1,True,False,False,False,False,False,4,0,117,1,0,0,0,117,-130.2112136581161,-32.64600767031257,-81.26280940180519
1,True,False,True,True,True,True,167,40,302,395,0,1,40,302,61.89011054707327,35.068246688949905,131.44080397883258
1,True,False,False,False,True,False,127,5,31,13,0,1,5,31,-214.36450581884404,-16.3099703609177,42.46551737661495
1,True,False,False,True,True,False,384,0,2,3,0,1,0,2,-240.03436201409474,0.028878036839777865,294.9550949745766
1,True,False,False,False,False,False,6,2,1,3,0,0,2,1,-246.12916220300536,-29.613390375882346,-77.47889051890067
1,True,False,False,True,True,False,33,0,26,8,0,1,0,26,-220.7194848782274,-29.319217986500192,-50.33438971338055
0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,-247.2430151921913,-32.13454121901167,-82.65586376355597
1,True,False,True,True,True,False,58,1,26,9,0,1,1,26,-220.36454794095744,-26.19153001246451,-25.653742595757794
1,True,False,False,True,True,False,389,49,69,47,0,1,49,69,-172.19301295427417,50.50909856463078,301.0760408100636
1,True,False,True,True,True,True,124,13,17,34,0,1,13,17,-228.10865027926542,-7.672851797010236,42.11977609052639
1,True,False,False,True,True,False,13,0,5,0,0,1,0,5,-242.08176746184174,-31.164316642777425,-70.91073607707297
1,True,False,False,True,False,False,45,4,53,0,0,0,4,53,-193.63697641030976,-24.832016756991965,-40.45222805091981
1,True,False,False,False,False,False,28,0,5,13,0,0,0,5,-241.72343867241463,-29.39700263641739,-54.210326599968305
1,True,False,True,False,True,True,38,0,18,1,0,1,0,18,-228.73443284378405,-29.121440677539734,-46.33130806815645
1,True,False,False,False,False,False,11,1,25,0,0,0,1,25,-222.10709978640466,-30.473159400497813,-73.2615168941759
1,True,False,False,True,True,False,40,9,81,0,0,1,9,81,-165.6830770193437,-20.46400587659953,-46.22938296283118
1,True,False,False,False,False,False,16,1,1,2,0,0,1,1,-246.01135376220975,-29.811397564537945,-67.68998751197067
0,True,False,False,False,True,False,9,1,5,5,0,1,1,5,-242.07063794899244,-30.306637232453205,-74.19744198347016
1,True,False,True,True,True,True,352,498,717,97,0,1,498,717,478.1595698181198,492.00323250039844,222.73013914237708
1,True,False,True,True,True,False,11,1,10,2,0,1,1,10,-237.08040819312663,-30.29156568733779,-72.7456494314676
1,True,False,False,False,True,False,38,1,11,32,0,1,1,11,-235.35645708485464,-26.857398862384084,-41.72071934578358
1,True,False,True,True,True,True,52,13,71,146,0,1,13,71,-173.74852961902198,-9.660583529781542,-12.969226481315328
1,True,False,True,False,True,True,63,24,227,33,0,1,24,227,-18.92371585054782,-3.3050625988351694,-22.14918782811518
1,True,False,True,True,True,False,17,0,26,12,0,1,0,26,-220.88763898626593,-30.501018937263204,-65.49870707699475
0,False,False,False,False,False,False,0,0,0,0,1,0,0,0,-247.25652725182795,-32.21822553106907,-83.64070654844248
1,True,False,False,False,True,True,76,9,305,122,0,1,9,305,60.22547599425307,-14.1831727204806,4.0434143031049254
1,True,False,False,False,False,False,14,0,2,2,0,0,0,2,-245.04381722805655,-30.98135075093058,-69.58553183446699
1,True,False,False,False,True,False,137,7,39,5,0,1,7,39,-206.31617658942744,-13.851316557668811,50.83318637404268
1,True,False,True,True,False,True,15,0,15,19,0,0,0,15,-231.82883428360748,-30.31745980034203,-66.26957817575723
1,True,False,False,True,True,False,31,2,343,67,0,1,2,343,96.91498343542285,-27.345371798682482,-48.36472377354975
1,True,False,False,True,True,True,47,14,21,17,0,1,14,21,-225.3478229329462,-13.819114203743219,-36.38142307943426
1,True,False,True,False,True,True,58,29,56,34,0,1,29,56,-189.92264171786778,2.466304342953798,-24.870002827350902
1,True,False,True,True,True,False,40,0,17,25,0,1,0,17,-229.4196115004492,-28.00234040844267,-40.78795775808714
1,True,False,True,True,True,False,110,1,25,3,0,1,1,25,-220.7339318716501,-22.068223966425236,24.682995000266004
1,True,False,False,False,False,False,19,0,30,2,0,0,0,30,-216.98123876371113,-30.75474543772539,-65.07048803061562
1,True,False,False,False,False,False,13,1,6,3,0,0,1,6,-241.04077460216828,-30.05741622839548,-70.56929289991777
1,True,False,True,True,False,True,60,2,48,39,0,0,2,48,-197.97666332342737,-23.998201579870624,-19.645484274728634
1,True,False,False,False,False,False,21,0,8,5,0,0,0,8,-238.91438277144488,-30.31843947876249,-62.33442375007215
1,True,False,False,True,True,False,5,0,88,0,0,1,0,88,-159.20450542686706,-32.40285986416605,-80.002402358991
1,True,False,False,False,False,False,22,1,2,0,0,0,1,2,-244.95445837840225,-29.39475712197828,-62.09212445245607
1,True,False,True,True,True,False,64,12,145,97,0,1,12,145,-100.19201300774421,-12.088043073718733,-9.410163736098779
1,True,False,True,True,True,True,211,18,1086,31,0,1,18,1086,841.8676906026888,-2.8573861654358663,111.29077935013368
1,True,False,False,False,True,False,241,3,12,53,0,1,3,12,-231.35260827376374,-7.054057638119003,161.1246438871217
1,True,False,True,False,False,True,7,1,5,5,0,0,1,5,-242.0976469784083,-30.474038889401093,-76.16710482792271
1,True,False,False,False,False,False,40,0,4,0,0,0,0,4,-242.71696808976188,-28.897465941709033,-44.30540296698898
1,True,False,False,False,False,False,11,3,13,3,0,0,3,13,-234.0584793017135,-28.281427804876525,-72.8187888847987
0,True,False,True,True,False,False,30,0,101,0,0,0,0,101,-145.86914453011323,-30.399343378596537,-55.57129247899377
0,False,False,False,False,False,False,0,0,0,0,2,0,0,0,-247.2565318705405,-32.218204223152945,-83.64070320621475
0,False,False,False,False,False,False,0,0,0,0,2,0,0,0,-247.2565318705405,-32.218204223152945,-83.64070320621475
1,True,False,False,True,False,False,29,4,1,1,0,0,4,1,-245.83189684652376,-25.77550657931535,-55.30153950331669
0,True,False,False,False,False,False,6,0,0,0,0,0,0,0,-247.17548251956703,-31.716016561774488,-77.73164395437469
1,True,False,True,True,True,True,57,0,53,0,0,1,0,53,-193.49594986365875,-27.81028646730525,-28.278995205333395
1,True,False,False,False,True,False,49,1,3,2,0,1,1,3,-243.56597302697583,-27.06283377573915,-35.21933757660794
1,True,False,True,True,True,True,10,1,23,35,0,1,1,23,-223.7007549169376,-29.165240848351182,-69.02673813075174
1,True,False,True,True,True,False,30,2,51,43,0,1,2,51,-195.33444376247766,-26.372442563705313,-48.64148246955581
1,True,False,False,True,True,False,15,3,8,11,0,1,3,8,-238.90764693813674,-27.597360522000738,-67.61992947442329
1,True,False,True,True,True,False,76,0,3,16,0,1,0,3,-243.0387501464075,-25.24731018159042,-6.463629901652069
1,True,False,False,True,True,True,29,8,47,25,0,1,8,47,-199.53131410604857,-21.163208621168387,-52.7696722297008
1,True,False,False,False,True,False,14,0,6,0,0,1,0,6,-241.06847289149422,-31.087493108309065,-69.94054677996557
1,True,False,False,True,True,False,23,0,28,59,0,1,0,28,-218.2437484685396,-28.162236287676322,-52.649080479366994
1,True,False,True,False,True,False,58,1,14,38,0,1,1,14,-232.01493987069688,-24.967650184061764,-21.177907086836615
1,True,False,False,False,False,False,38,1,10,3,0,0,1,10,-236.7038189830869,-27.992209991356958,-46.00664756905843
1,True,False,True,True,True,False,22,0,82,125,0,1,0,82,-163.47588559596312,-26.017812031236446,-44.635657803597425
0,True,False,True,True,True,False,9,0,343,3,0,1,0,343,95.84036902938597,-33.697766511047895,-79.34455846150523
0,False,False,False,False,False,False,0,0,0,0,1,0,0,0,-247.25652725182795,-32.21822553106907,-83.64070654844248
1,True,False,True,True,True,False,107,38,151,440,0,1,38,151,-89.36486248139862,30.861091574520557,81.40748226201231
1,True,False,False,True,False,False,4,0,3,3,0,0,0,3,-244.1670410374817,-31.785859751080544,-79.30025000425371
1,True,True,True,True,True,False,147,5,56,0,0,1,5,56,-189.25453062441255,-15.318969695836026,59.86929614356147
1,True,False,True,True,True,False,87,2,24,25,0,1,2,24,-221.77549600827678,-22.124810343999265,5.219900387008656
1,True,False,False,True,False,True,41,18,86,0,0,0,18,86,-160.6230066478467,-11.453370684460953,-46.11640579530919
1,True,False,False,False,False,False,38,12,2,3,0,0,12,2,-244.644395426349,-16.98479621974208,-46.86606746828183
1,True,False,True,False,False,False,10,0,62,0,0,0,0,62,-185.13240974438926,-31.806152913050116,-74.69828922997657
0,True,False,False,False,False,False,0,0,0,0,0,0,0,0,-247.25652172671616,-32.21824615045912,-83.64070772539225
1,True,False,False,True,True,False,70,1,36,23,0,1,1,36,-210.03648734513325,-24.70447745581679,-11.905649822435986
1,True,False,False,True,True,False,50,2,6,4,0,1,2,6,-240.52372192419477,-25.925240551411033,-34.07046241228675
1,True,True,True,False,True,False,82,0,189,1,0,1,0,189,-57.17040674628958,-26.61051212289919,-5.497109846019191
1,True,False,True,True,True,False,45,2,1148,0,0,1,2,1148,901.1587673748405,-34.328794323195346,-56.27638097262263
1,True,False,False,False,True,False,18,0,24,7,0,1,0,24,-222.9337474959134,-30.600478010249333,-65.22615716073855
0,True,False,False,False,False,False,0,0,2,0,0,0,0,2,-245.256875598736,-32.23195467503283,-83.6699345829158
1,True,False,False,True,True,False,268,55,82,317,0,1,55,82,-157.56243324541984,56.8950401351728,221.22668784440245
